text,label,label_2,diff
@lily_pad_thai I hope your situation gets better as soon as possible. Try to take care of yourself as much as you c… https://t.co/QuDtJbr0Tn,0,1,0
@BJPITCellTS @bandisanjay_bjp @manthriji @kishanreddybjp @Arvindharmapuri @BJP4Telangana @DrGaddamVivek… https://t.co/SXCd2TJMa9,0,1,0
"RT @namoscheeks2: [TWICE] ALL variety shows, special episodes &amp; important shows since debut during present times 

ALL EPISODES, WITH LINKS…",0,1,0
"Siento que ya no me reconocen xD 

seungcheol best leader soonyoung radiant minghao gorgeous y seungkwan galaxy hos… https://t.co/4luNS4gWMh",0,1,0
RT @miniksj: do yall like my fancam?? 🥺🥺 https://t.co/I5CzJx5EpV,0,1,0
Oh hao is gonna be on joox today right??,0,1,0
We are returning to Magic: the Gathering's Greek myth inspired world of Theros to check out my favourite of the The… https://t.co/BrWGTQ1YH6,0,1,0
@KClarkRD @FREED0Mwarrior @RealLatinX @VanJones68 @CNN @wkamaubell Lady just stop. Trump has hurt POC and especiall… https://t.co/NCqjaZM6qo,0,1,1
RT @BydExtraction: BREAKING: 300+ organizations release statement outlining and denouncing the four major ways in which multinational #mini…,0,1,0
"Deck: Boros Cycling Aggro
On the Play
Format: Standard
Deck list: https://t.co/uYgS7VDTpa
#KeepOrMull
#MTGStandard… https://t.co/7mKV1jDqz3",0,1,0
"Contemplating using Keruga as a companion for EDH, but the prospect of starting the deck engine turn 3 at the earli… https://t.co/kRRawKXMaE",0,1,0
RT @lisa_deplorable: @IngrahamAngle @CNN Because they probably set it all up w Soros and the Democrats!,0,1,1
RT @SwindonPete81: @chlozil_ @MrSimonMount1 @oneofmany231 @zombie_nun You try growing up in a sink estate with a German name in the 80s eve…,0,1,0
RT @TessaxYoung_: These last couple of days have been so awful to watch. But it needs to be seen and it needs to be heard. #blacklivesmatte…,0,1,1
"RT @ThePeteEffect: Anderson Cooper loses it, finally.  Rightfully.  Righteously.

On Trump’s failed photo op:

“The only person the world i…",0,1,1
"""""Every man is a son to a daughter"""" be different be kind love all and be great!!! Everybody matters message me if yo… https://t.co/MvhhJm6oRv",0,1,0
RT @Zyo: I'm working on a Pride Animal set right now that I hope to be done soon. Each flag is paired with a different animal. I'd like to…,0,1,0
Finished in the Top 16 playing in @TeamLotusBox's #MTGLegacy Event (200+ players). The deck was great for the meta… https://t.co/GkwNqomNsW,0,1,0
RT @corri_gama: Please understand that rape isn't the only form of sexual assault.,0,1,0
"RT @MuslimAssocSA: We will be distributing blankets throughout this evening &amp; over the next few days to the homeless, across shelters &amp; oth…",0,1,0
@JTudent @Zaneabs @SpottedLaurier (b)during OWeek or first week of classes have anti-oppression sessions led by the… https://t.co/GjFiZdd9p0,0,1,0
"RT @hakunamalata: Just because you uploaded a black square on your socials, doesn’t mean you can call it day. Donate, sign petitions, and s…",0,1,1
"Gambling:  heavy bullish bets coming from small-volume options traders, day traders and even those who normally dab… https://t.co/pe6Mf4gOqT",0,1,0
"The Witcher:
Weary from their travels, Geralt &amp; Yen decided to buy a castle in Loc Muinne and there they settled for all eternity",0,1,0
"RT @osnapitzkels98: If your in flagstaff,Az protesting please please be safe! Please peacefully protest flagstaff is build on so many small…",0,1,1
@abbi_is_unicorn i would never be Evil only as a bit,0,1,0
RT @TrumpWarRoom: The idea that Joe Biden is some kind of racial healer is a joke. https://t.co/q1hDrs199C,0,1,1
"@jvmvisvu Voy a poner varias si no te importa:
Twice - More &amp; More
VICTON - Mayday
Dreamcatcher - Scream
Onewe - En… https://t.co/TrmSK2nMs5",0,1,0
"RT @Skyward__: I fight for the safety of my black friends.
I fight for the reform of a broken and exploitive system.
I fight because I beli…",0,1,1
"RT @robsmithonline: Car full of white people gets caught handing bricks to group of young black men to throw.

Peaceful black protesters:…",0,1,1
this includes even things you may consider small and simple such as fucking including the lesbian flag in your prid… https://t.co/2GgyWiUAKD,0,1,0
"Just posted my newest video, full game chalet - UNCUT. Trash talk too :D
https://t.co/4k6cSIy85x

#r #rainbowsix… https://t.co/uOjYZEvfup",0,1,0
"Not alive but I’m still walkin’
When the sunrise is upon me
I’ll be waitin’ for the day to pass by
Oh why
I became… https://t.co/fhFcXIc5I5",0,1,0
If you listen to us or have played #EDH with us you may have caught on we have funny words for somethings. This is… https://t.co/oKwwvfvCiq,0,1,0
"RT @jeremycorbyn: We stand shoulder to shoulder with those in the US and globally who feel anger, hurt and fear after yet another instance…",0,1,1
RT @AhraniLogan: Dem leaders supporting Antifa’s destruction &amp; torching of black communities is the biggest “Stay In Your Lane” we have see…,0,1,1
RT @dodo: Looking for ways to take action? The @NAACP_LDF is fighting for equality and racial justice in America. We support their mission…,0,1,1
"RT @lilstew92: click this link to automatically open your email, pre populated with an email template for you to send to the minneapolis po…",0,1,1
"RT @kerrinjconnolly: we have hit our cap BUT Y'ALL
together we have donated:
$400 - MA bail fund
$200 - nw community bail fund
$200 - campa…",0,1,0
RT @mykved: Y’all still believe in the Freemasons/Illuminati in 2020??? I thought we left that shit in 2012,0,1,0
"I am by no means religious, but there it is. ‘Conquest’ is Trump implementing Martial Law in the US.
The Four Horse… https://t.co/24QKyk9kt2",0,1,0
"Justice for George Floyd, João Pedro, and for the others all victms of this cruelty, for the end of this injustice.… https://t.co/BZsroq60IB",0,1,1
"RT @cenkuygur: We spent a decade warning about pitchforks. The establishment thought we were the radicals. No, we were warning you this was…",0,1,1
"RT @maryeroach_: Good morning everyone. Some updates on the scene in Minneapolis &amp; St. Paul right now.

Yesterday, there was a large assemb…",0,1,1
"RT @SaraSoueidan: I just created a @Twitch account. I might use it. 👀

🎥 https://t.co/vf7jUomXJ2",0,1,0
"RT @jsphflrs: 1) Tear gas the fuck out of protestors. 
2) Cite the Insurrection Act of 1807. 
3) Essentially declare Martial Law. 
4) Walk…",0,1,1
RT @Osastheking: They say that you people’s Instagram skit makers have cases too o.,0,1,0
"RT @TWICE_Charts: [DEBUT] @JYPETWICE 'OXYGEN' — 07PM KST Update:  

#5 Bugs 
#38 Soribada
#19 Genie 
#67 MelOn",0,1,0
"@thisiscapj its all good, im rey be blessing ppl 
let my piece be steel no lies😂",0,1,0
@TheRickWilson Centaurs are debased. Our Piloerection induced from that church scene with pre-emptive blasts  amid… https://t.co/4sdD5p1zZp,0,1,0
RT @ARizzo44: 1 of my favorite things about being an athlete is getting to know people from all around the world &amp; learning different cultu…,0,1,0
@Zombie_GirlieTV This is how a lot of white americans use the term as well.,0,1,1
@konev1944 @DylanAPavel @sclibearian @factsnotficti10 @NAllison89 @intersexfacts @unwitod @Wifty8 @LisaTMullin… https://t.co/u4rVCd5akv,0,1,0
RT @BMEV209: #MODESTO showed out today!! Believe me this won’t stop until JUSTICE is served!! #nopeacenojustice We’re gunna win this one!!…,0,1,1
"RT @VPNightshade: @jstrode929 @ReconRandy444 Its not his responsibility.

Its the responsibility of the Mayors/Governors 2 keep &amp; maintain…",0,1,1
RT @naomieniola: imagine music without black people,0,1,0
Oh no! Thatch of the Whitebeard pirates has been turned into an ICHIYA zombie!#whitebeard #whitebeardpirates… https://t.co/nmae2sNk6E,0,1,0
RT @RyanAshley: New @JYPETWICE album is out today! I co-wrote ‘MAKE ME GO’ ❤️❤️ https://t.co/Uq6cYPa3VX,0,1,0
@unicorn_1485 Glad you’re home rest and take care xx,0,1,0
"RT @gukth: """"the dreamcatcher in my room, the story of 7 years would it be why its more special """" - friends https://t.co/iNCfoLGORc",0,1,0
"I want to do something, but I don't know what. I'm not an 'influencer', I don't have a social media voice, and I ba… https://t.co/xBPnb447t3",0,1,1
RT @sarahhdurante: UPDATE:14 and 5 they are sending ANOTHER prison van! 2 minute ETA! STAY SAFE #BlackLivesMattter #blm #NYPDScanner #nycpr…,0,1,1
RT @dsengeh: The Govt of #SierraLeone (led by @DSTISierraLeone &amp; @stats_sl) + partners @grid3global developed rapid pop est. (100m resoluti…,0,1,0
"RT @sap_brian: i agree that violence isn’t the way to go, but can you also say the same about the cops attacking peaceful protesters? or ar…",0,1,1
"@oldudershead @StephenKing You think because one Target burned down in one city somewhere you’ve never heard of, it… https://t.co/hXcv6xKNy9",0,1,1
Let us not forget what the President said when a Black man peacefully protested.  He called him an SOB.  Then the N… https://t.co/U65BwPkOHL,0,1,1
"Twitter has become unbearable due to the tidal wave of bandwagon jumping, liberal, race baiting social justice warr… https://t.co/xEzB9g89ty",0,1,1
"@InitiativeRole @phyrce @vaughn_romero @Hjorimir Good news: Turn undead destroys zombies now.

Bad news: There is s… https://t.co/A1I56aUICR",0,1,0
RT @ITalkFortnite: Fortnite hasn't tweeted in 3 days. I wonder what's up.,0,1,0
RT @brentfaiyaz: Man sometimes I just wanna gtf outta here.,0,1,0
"RT @Reis_Diggerboy: Thank you GiantPunky for being the better in this. 

Also just because me and @ZombieRaay glitched to get planes dosent…",0,1,0
Cooking Cousins will start at 5:30pm tonight. Come by for some amazing cooking and my spectacular beard.… https://t.co/0cMzdbIfmK,0,1,0
@DavidWoke @michellemalkin @CNN I did see some white black people there,0,1,1
Finally joined Twitter! I've been a social media hold out but getting to discuss about my favorite game has won me… https://t.co/BZnTyOeKU6,0,1,0
"So @WendyBa80901984 is a badass. 

Look at what she and her husband Chris made for everyone to enjoy? A bench and p… https://t.co/ofDL9uPj7N",0,1,0
"With historic @StJohnLafayette Square now being burned by #BlackLivesMatters/#Antifa rioters, shouldn't… https://t.co/9QsaJFyw8F",0,1,1
@doghandleruk Cheers mate x,0,1,0
RT @FanShehnaaz: Whenever someone from our own fandom commented something about Rashami and Asim. I saw our people asking him/her politely…,0,1,0
"If everyone cared about black lives as much as they do about the looting and damaging of businesses, the world woul… https://t.co/gY85fkK5Xr",0,1,1
@halsey we can see it,0,1,0
@CNN 😂😂😂😂oh the irony😂😂😂😂,0,1,0
"The storm that Mario jump, however, we are, don't care! Touch my class in numerous secret network of time for a sum… https://t.co/huUXhEZiAD",0,1,0
My instinct tells me that I need to test my vagina still works. So we’re all good.,0,1,0
how does one defend themselves from systematic murder if they don't belong in the kind of businesses that are makin… https://t.co/ND3mP9pQ2z,0,1,0
@ScienceLover4 Hey man. I couldn’t handle ALL THIS CHOAIC either. It was making my body feel tense &amp; overwhelmed.… https://t.co/oNx3CHTIn1,0,1,0
@MiaMBloom @CNN How about not destroying any property?,0,1,1
@johnrobertsFox @CNN They were impersonating news people.,0,1,1
@Unicorn_Porn_4 Hmmm I wonder why 🤔😂,0,1,0
@atomicthumbs yeah Twitter is real bad for misery browsing. I’ve taken time to just decompress since everything is… https://t.co/x7GXEjIDSu,0,1,0
"For @maro254/#WOTC to avoid a #branding PR mess, they need to:

-- temporarily halt all production of premium produ… https://t.co/HZNlUHmVl3",0,1,0
RT @twatterjailbird: @takeniteasy1 @EddieDonovan @realDonaldTrump He expected the same rights as everyone else.,0,1,1
RT @YourAnonNews: Trump is hiding in an underground bunker rn.  No joke.,0,1,1
RT @takeusout_lynda: @Debbiejcd1 @EDM174 @zombie_nun @gymslip @steveedwards18 @DANIELMCAVOY9 @MrSimonMount1 @oneofmany231 We survived 😱,0,1,0
"RT @themoneygps: STAY HOME UNTIL SEPTEMBER? Many cities doing the same thing. While big businesses can work from home, small businesses wil…",0,1,0
"Big Shoutout to @plugandplaytc,@rusnano_en,@goldmansachs,@ifc_org,@kite_ventures,@atomico,@frontiervc,@gcvp and oth… https://t.co/Nn0IFmtvNv",0,1,0
"RT @justN0chu: Thank you for existing.

Thank you for making our  hearts happy.

We love you ALWAYS

Borahae. 💜💜💜

#BTSV https://t.co/NwQXH…",0,1,0
"RT @ShadowfamD: From today pride month is starting. Maybe you remember our pride rune from last year?
This year we have yet another surpris…",0,1,0
RT @JimbOU1950: Can you hear it? Neither can I. Hear what? The Democratic leadership encouraging peace and non-violence.,0,1,0
"RT @Chaeryi_: PLESH LEMME GET IT, ILL GIVE AWAY 10 ROBUX TO SOMEONE WHO HELPED IF I GET IT #Adoptmetrade #adoptmetrading #Adoptmetrades #ro…",0,1,0
RT @JeongyeonFC: US ONCES: PLEASE BUYBTHE ALBUM ON ITUNES WE ARE SO CLOSE https://t.co/z7SyA6Ei9W,0,1,0
Hey @GOPChairwoman @GOPLeader @GOP @realDonaldTrump @RealSaavedra @dbongino @Cernovich @DineshDSouza @IngrahamAngle… https://t.co/tb6XOhp6gF,0,1,1
INFOGRAPHIC: How the Chinese Regime Colluded With WHO During the Pandemic https://t.co/nhexClf7IS via @epochtimes… https://t.co/PTKAXd6mMy,0,1,0
RT @petitemadamee: Black people in Brazil are fighting the same fight as black peoples in America and they’re the majority😤I am tired. The…,0,1,1
"@TwoBitMedia July: Aliens Invade Earth
August: Yellowstone blows!
September: Everythings on Fire now
October: Zombi… https://t.co/HTgWpMldnW",0,1,0
"Oddly, the stupid earbud stayed in for *that* even the rolling part, but continued to be wobbly and fally outy for… https://t.co/FxEm4yQN1c",0,1,0
@FiGauld We have rain...,0,1,0
"Don't be a scared white person, calling the cops cause you are inconvenienced for a second or see a fight you aren'… https://t.co/nIE6IQtlt6",0,1,1
We must stick together.I see the color of ur skin and I respect YOU! no matter what race.U all matter!We need to st… https://t.co/v8xk4GgAKC,0,1,1
Trump called for “maga night”. Protestors showed instead. Trump cowered in his bunker. America wants justice. We wo… https://t.co/bCyC6WaWVK,0,1,1
@TWalkingDWorld It's been truly incredible. I've lost count of all the similarities between the reality of the past… https://t.co/QGdRDxhQnb,0,1,0
All jokes aside that was a good as hook throw lol https://t.co/cTjbtX7lRD,0,1,0
RT @goonguy: Saw a friend post this and agree... Maybe we should have a national strike. Don’t feed them anymore lives  in public protest l…,0,1,1
"#f2b It's open lines tonight with our @JChurchRadio Fader Fam! Less than an hour to go, make sure your fur babies h… https://t.co/d6BFOpgI72",0,1,0
"RT @PamKeithFL: Raise your hand if you’re against fascism. 

🙋🏾‍♀️",0,1,1
RT @YourAnonCentral: What the @realDonaldTrump regime shows you vs reality. This is what State media doesn't want you to see. #ICantBreathe…,0,1,1
@kealaokalani Message received,0,1,0
I’ve been sayin dudeee COLE IS A KING🤴🏾.#BlackLivesMatter #ColeWorld https://t.co/Ws6j8ZgBwO,0,1,1
@0Postsender This https://t.co/4v7fvf0rma,0,1,0
"RT @EvelynYang: If you didn’t know, here is an appalling statistic: Black women are 3x more likely to die at childbirth. This is structural…",0,1,1
"RT @kristine_kenyon: @brianschatz Can we all share this picture far and wide? This is true leadership in a crisis, and the contrast with Tr…",0,1,1
RT @MOFA_Taiwan: Vice Minister Tsao proudly donated #TaiwanCanHelp face masks to Rep. Matsebe from the Liaison Office of #SouthAfrica in #T…,0,1,0
"Today, I asked @jkenney why it's OK for taxpayers to pick up the bills stacked up at UCP headquarters, but there's… https://t.co/qPJEGtp2oj",0,1,1
"RT @wattpadcomment: Please take time  to text: 
• ‘JUSTICE’ to 668-366 
• ‘FLOYD’ to 551-56 

Other petitions to sign: 
• https://t.co/siVT…",0,1,0
"K12 Survival Kits are still available! Get them now while they are still in stock!

https://t.co/f2VuL0DLFU… https://t.co/pHrpgHazwb",0,1,0
"RT @latostadadeshua: @seventeenteama Hahahaha xD

seungcheol best leader soonyoung radiant minghao gorgeous y seungkwan galaxy hoshi rainbo…",0,1,0
"Yesterday, I witnessed 2 youngish women sitting flat on the pavement, in a public parking-lot, with their #Food &amp; B… https://t.co/8iOdqzbEVc",0,1,0
@unicorn_shopper DONE SIS 🤗🤗,0,1,0
"No stream today. Too much going on, and I have to clean up a little bit. If all goes according to plan, I will be s… https://t.co/FeKdQO92n1",0,1,0
"MY COMPANY MATCHES DONATIONS 2:1 (up to $5,000). If you would like to donate and be matched, message me! I currentl… https://t.co/2uZZmhcpiG",0,1,0
"RT @lizzybear2020: I understand that I will never understand, as a white female. 

But I will help those who do, to fight for equality. #Bl…",0,1,1
RT @_youhadonejob1: Know your bees. https://t.co/ND59Fcyaqb,0,1,0
"RT @HouseBudgetDems: To reopen our economy safely, we need reliable testing and clear guidelines. States need resources to prepare for a po…",0,1,1
"RT @lao_2: This filthy, despicable, loathsome, vile animal was caught in an uncompleted building beside my house this morning sleeping with…",0,1,0
"RT @JLPtalk: Democrats crackdown on peaceful protestors who want to reopen their businesses, go to beach, get a haircut...but they don’t ha…",0,1,1
"WITHOUT CAMERAS, WE’D ALL BE FUCKED RIGHT NOW. 
EVERYTHING IS BEING FILMED AND THE COPS CAN’T SAVE THEMSELVES ANYMO… https://t.co/WRMWfZrcMz",0,1,1
RT @foxxykang: I'm a soon-to-be-denimom of FIVE little denimalz and I did a little something to anticipate the arrival of my denikidz. Get…,0,1,0
RT @Mlusterone: The fact that South Africa youth queued on the first day of youth month to get alcohol so early in the day breaks my heart.…,0,1,0
RT @GrahamLedger: Tonight: The #Trump administration makes it clear to #governors: put down #unlawfulness. Also: Weak blue city #mayors ple…,0,1,1
"RT @IcahnMountSinai: """"This study provides important evidence associating right heart strain with adverse outcomes in hospitalized patients…",0,1,0
@HaxShax Spanks!,0,1,0
"RT @KFCBarstool: Sometimes I think explaining things in its most basic, humorous form reaches the most people and helps them understand. “B…",0,1,0
"RT @mingiimx: Everyone planning to protest please watch this video, Hyram is a skincare and knows what you should do if you get mace and/or…",0,1,1
RT @victoriaalxndr: While you’re expanding your anti-racist knowledge and book collection please also support Black Owned Bookstores! Many…,0,1,1
RT @TRIVIAOTR: @CharlieGileNBC PLEASE HE IS MISSINGGG HELPPPPP https://t.co/rqGn138y2V,0,1,0
@ChrisCuomo please get your amazing @cnn correspondent a gas mask. At least @ChrisCuomo commented that she is not p… https://t.co/EnaRYGjfEv,0,1,1
"RT @ashleyn1cole: I keep seeing news anchors say """"It's unfortunate that the looters are taking attention away from the real issues"""" while t…",0,1,1
"RT @SaniaNishtar: Cumulatively, 7.512 million deserving families under categories-1, 2 &amp; 3 of #EhsaasEmergencyCash have withdrawn Rs. 91.61…",0,1,0
@unicorn__bubble @akanshas07 @jiminugh @PDPJ Their kind chose to be cops though.,0,1,1
"RT @PanditKatti: On popular demand, my next Jyotish live Facebook event continues the #Jobs #career decoding the career graph.  #economy #j…",0,1,0
@NYGovCuomo Any elected official who isn't calling for the 25th amendment to be invoked is playing politics with ou… https://t.co/4cY1GkJanz,0,1,1
"While the celebrities are handing out money, can they buy y'all some dictionaries too?  Some of you need it.… https://t.co/rmbmZuLNLv",0,1,0
"@realDonaldTrump 
Hides in a bunker like Hitler
Lies about the media being the enemy like Hitler
Claims any that op… https://t.co/vsPMeKTi0X",0,1,1
"RT @GIJobsMagazine: This special issue of Vetrepreneur® focuses on veteran business ownership, including how six veteran business owners re…",0,1,0
"@DelphineLuneau I'm so sorry, Delphine !!💔",0,1,0
"Maybe give changing your hair to a braid a shot, if you are bored",0,1,0
"RT @MrMBB333: ~Tijuana~

Thanks to my loyal viewers for sharing incredible pictures. Don’t forget to like and follow me on all social platf…",0,1,0
i did not go thru comp het for 3 years to be left out of all of these fuckiing lgbtq+ posts and be grouped in with… https://t.co/V3hwSY88um,0,1,0
"RT @MTGAB: Thursday June 4th we're participating at Redeye's gaming day, presenting on our business and mission, and explaining why we beli…",0,1,0
RT @themisstoto: had a 1k goal today and raised $2341.26. thank you to everyone who donated!! i will post below where i donated along with…,0,1,0
RT @textstagram_: i wanna hug you rn but you're too far,0,1,0
